Timestamp,RangeMilliMeter
24859000,2500
24871000,2500
24881000,2500
24892000,2500
24904000,2500
24915000,2500
24925000,2500
24937000,2500
24948000,2500
24960000,2500
24971000,2500
24982000,2500
24993000,2500
25004000,2500
25015000,2500
25026000,2500
25038000,2500
25049000,2500
25060000,2500
25070000,2500
25081000,2500
25092000,2500
25103000,2500
25114000,2500
25126000,2500
25138000,119
25149000,119
25159000,93
25170000,93
25181000,104
25192000,104
25202000,104
25213000,104
25224000,104
25236000,104
25246000,104
25256000,104
25268000,104
25280000,104
25290000,2500
25301000,2500
25312000,2500
25324000,2500
25335000,2500
25346000,2500
25358000,2500
25369000,2500
25380000,2500
25391000,2500
25402000,2500
25412000,2500
25423000,2500
25434000,2500
25446000,2500
25457000,2500
25468000,2500
25479000,2500
25490000,2500
25501000,2500
25512000,2500
25524000,2500
25535000,2500
25546000,2500
25558000,2500
25569000,2500
25580000,2500
25592000,2500
25602000,2500
25612000,2500
25624000,2500
25635000,2500
25646000,2500
25657000,2500
25669000,2500
25681000,2500
25692000,2500
25704000,2500
25716000,2500
25727000,2500
25738000,2500
25749000,2500
25760000,2500
25771000,2500
25783000,2500
25795000,2500
25807000,2500
25819000,2500
25831000,2500
25843000,2500
25855000,2500
25866000,2500
25877000,2500
25888000,2500
25899000,2500
25910000,2500
25921000,2500
25932000,2500
25943000,2500
25955000,2500
25966000,2500
25978000,2500
25989000,2500
26000000,2500
26011000,2500
26023000,2500
26034000,2500
26045000,2500
26056000,2500
26066000,2500
26077000,2500
26087000,2500
26098000,2500
26109000,2500
26120000,2500
26131000,2500
26143000,2500
26155000,2500
26166000,2500
26177000,2500
26188000,2500
26199000,2500
26210000,2500
26220000,2500
26231000,2500
26242000,2500
26254000,2500
26265000,2500
26276000,2500
26287000,2500
26297000,2500
26308000,2500
26319000,2500
26329000,2500
26340000,2500
26351000,2500
26362000,2500
26373000,2500
26384000,2500
26395000,2500
26405000,2500
26417000,2500
26428000,2500
26439000,2500
26451000,2500
26463000,2500
26474000,2500
26486000,2500
26496000,2500
26508000,2500
26519000,2500
26530000,2500
26540000,2500
26551000,2500
26563000,2500
26574000,2500
26586000,2500
26597000,2500
26608000,2500
26619000,2500
26630000,2500
26642000,2500
26653000,2500
26665000,2500
26676000,2500
26687000,2500
26698000,2500
26710000,2500
26720000,2500
26730000,2500
26741000,2500
26753000,2500
26764000,2500
26776000,2500
26787000,2500
26799000,2500
26810000,2500
26820000,2500
26830000,2500
26842000,2500
26854000,2500
26866000,2500
26877000,2500
26888000,2500
26900000,2500
26912000,2500
26924000,2500
26935000,2500
26946000,2500
26957000,2500
26968000,2500
26979000,2500
26991000,2500
27002000,2500
27013000,2500
27024000,2500
27035000,2500
27045000,2500
27057000,2500
27068000,2500
27079000,2500
27090000,2500
27101000,2500
27112000,2500
27124000,2500
27135000,2500
27146000,2500
27156000,2500
27167000,2500
27178000,2500
27190000,2500
27201000,2500
27212000,2500
27223000,2500
27234000,2500
27244000,2500
27255000,2500
27267000,2500
27278000,2500
27288000,2500
27299000,2500
27310000,2500
27321000,2500
27332000,2500
27343000,2500
27354000,2500
27364000,2500
27375000,2500
27385000,2500
27397000,2500
27409000,2500
27420000,2500
27432000,2500
27443000,2500
27454000,2500
27465000,2500
27475000,2500
27485000,2500
27496000,2500
27507000,2500
27518000,2500
27529000,2500
27540000,2500
27551000,2500
27561000,2500
27573000,2500
27584000,2500
27596000,2500
27608000,2500
27618000,2500
27629000,2500
27640000,2500
27651000,2500
27663000,2500
27675000,2500
27686000,2500
27697000,2500
27708000,2500
27719000,2500
27729000,2500
27740000,2500
27750000,2500
27762000,2500
27774000,2500
27785000,2500
27796000,2500
27807000,2500
27819000,2500
27830000,2500
27842000,2500
27853000,2500
27863000,2500
27875000,2500
27887000,2500
27898000,2500
27909000,2500
27920000,2500
27932000,2500
27943000,2500
27954000,2500
27965000,2500
27977000,2500
27988000,2500
27999000,2500
28009000,2500
28020000,2500
28031000,2500
28042000,2500
28053000,2500
28063000,2500
28074000,2500
28085000,2500
28096000,2500
28107000,2500
28119000,2500
28129000,2500
28141000,2500
28152000,2500
28163000,2500
28174000,2500
28186000,2500
28197000,2500
28208000,2500
28219000,2500
28230000,2500
28241000,2500
28252000,2500
28263000,2500
28274000,2500
28285000,2500
28295000,2500
28305000,2500
28316000,2500
28327000,2500
28339000,2500
28349000,2500
28360000,2500
28371000,2500
28381000,2500
28392000,2500
28404000,2500
28414000,2500
28425000,2500
28436000,2500
28447000,2500
28457000,2500
28468000,2500
28479000,2500
28490000,2500
28501000,2500
28512000,2500
28524000,2500
28536000,2500
28547000,2500
28557000,2500
28568000,2500
28579000,2500
28591000,2500
28602000,2500
28613000,2500
28624000,2500
28636000,2500
28647000,2500
28658000,2500
28670000,2500
28682000,2500
28693000,2500
28703000,2500
28714000,2500
28725000,2500
28736000,2500
28747000,2500
28759000,2500
28771000,2500
28782000,2500
28794000,2500
28805000,2500
28817000,2500
28828000,2500
28840000,2500
28851000,2500
28862000,2500
28874000,2500
28884000,2500
28895000,2500
28906000,2500
28918000,2500
28929000,2500
28941000,2500
28952000,2500
28963000,2500
28973000,2500
28984000,2500
28995000,2500
29007000,2500
29019000,2500
29030000,2500
29041000,2500
29053000,2500
29064000,2500
29076000,2500
29087000,2500
29098000,2500
29108000,2500
29119000,2500
29130000,2500
29141000,2500
29153000,2500
29164000,2500
29175000,2500
29185000,2500
29196000,2500
29208000,2500
29218000,2500
29230000,2500
29240000,2500
29252000,2500
29263000,2500
29274000,2500
29285000,2500
29297000,2500
29308000,2500
29320000,2500
29331000,2500
29341000,2500
29353000,2500
29364000,2500
29375000,2500
29386000,2500
29397000,2500
29408000,2500
29419000,2500
29429000,2500
29440000,2500
29452000,2500
29463000,2500
29473000,2500
29485000,2500
29496000,2500
29507000,2500
29517000,2500
29528000,2500
29538000,2500
29549000,2500
29560000,2500
29571000,2500
29581000,2500
29592000,2500
29602000,2500
29614000,2500
29625000,2500
29636000,2500
29646000,2500
29658000,2500
29669000,2500
29681000,2500
29694000,2500
29704000,2500
29715000,2500
29726000,2500
29737000,2500
29748000,2500
29759000,2500
29769000,2500
29780000,2500
29791000,2500
29802000,2500
29814000,2500
29826000,2500
29837000,2500
29848000,2500
29859000,2500
29869000,2500
29881000,2500
29893000,2500
29905000,2500
29915000,2500
29925000,2500
29936000,2500
29947000,2500
29959000,2500
29970000,2500
29981000,2500
29993000,2500
30005000,2500
30016000,2500
30027000,2500
30037000,2500
30048000,2500
30059000,2500
30070000,2500
30081000,2500
30092000,2500
30102000,2500
30112000,2500
30124000,2500
30136000,2500
30147000,2500
30158000,2500
30170000,2500
30181000,2500
30193000,2500
30205000,2500
30215000,2500
30225000,2500
30236000,2500
30247000,2500
30258000,2500
30270000,2500
30282000,2500
30293000,2500
30304000,2500
30315000,2500
30325000,2500
30337000,2500
30348000,2500
30359000,2500
30371000,2500
30382000,2500
30394000,2500
30405000,2500
30416000,2500
30427000,2500
30439000,2500
30450000,2500
30461000,2500
30471000,2500
30482000,2500
30492000,2500
30503000,2500
30515000,2500
30526000,2500
30537000,2500
30548000,2500
30559000,2500
30570000,2500
30580000,2500
30591000,2500
30603000,2500
30614000,2500
30625000,2500
30635000,2500
30645000,2500
30657000,2500
30669000,2500
30680000,2500
30693000,2500
30706000,2500
30717000,2500
30729000,2500
30740000,2500
30751000,2500
30763000,2500
30775000,2500
30786000,2500
30798000,2500
30809000,2500
30820000,2500
30831000,2500
30842000,2500
30853000,2500
30864000,2500
30876000,2500
30887000,2500
30898000,2500
30909000,2500
30920000,2500
30931000,2500
30942000,2500
30952000,2500
30963000,2500
30974000,2500
30985000,2500
30996000,2500
31007000,2500
31018000,2500
31028000,2500
31040000,2500
31052000,2500
31063000,2500
31074000,2500
31086000,2500
31097000,2500
31108000,2500
31119000,2500
31130000,2500
31142000,2500
31153000,2500
31165000,2500
31176000,2500
31187000,2500
31198000,2500
31209000,2500
31220000,2500
31230000,2500
31241000,2500
31251000,2500
31262000,2500
31274000,2500
31285000,2500
31297000,2500
31308000,2500
31320000,2500
31330000,2500
31341000,2500
31352000,2500
31363000,2500
31374000,2500
31386000,2500
31397000,2500
31408000,2500
31419000,2500
31431000,2500
31442000,2500
31452000,2500
31463000,2500
31475000,2500
31486000,2500
31497000,2500
31508000,2500
31519000,2500
31530000,2500
31542000,2500
31554000,2500
31565000,2500
31577000,2500
31588000,2500
31599000,2500
31609000,2500
31620000,2500
31631000,2500
31643000,2500
31653000,2500
31664000,2500
31675000,2500
31687000,2500
31699000,2500
31710000,2500
31722000,2500
31733000,2500
31745000,2500
31756000,2500
31767000,2500
31777000,2500
31789000,2500
31801000,2500
31813000,2500
31824000,2500
31835000,2500
31846000,2500
31857000,2500
31868000,2500
31880000,2500
31891000,2500
31903000,2500
31914000,2500
31926000,2500
31937000,2500
31948000,2500
31959000,2500
31970000,2500
31980000,2500
31992000,2500
32002000,2500
32014000,2500
32026000,2500
32038000,2500
32048000,2500
32059000,2500
32070000,2500
32081000,2500
32092000,2500
32103000,2500
32114000,2500
32125000,2500
32136000,2500
32147000,2500
32158000,2500
32169000,2500
32180000,2500
32192000,2500
32204000,2500
32215000,2500
32225000,2500
32237000,2500
32248000,2500
32259000,2500
32270000,2500
32281000,2500
32291000,2500
32303000,2500
32314000,2500
32326000,2500
32336000,2500
32347000,2500
32358000,2500
32368000,2500
32379000,2500
32390000,2500
32402000,2500
32414000,2500
32424000,2500
32435000,2500
32446000,2500
32458000,2500
32469000,2500
32480000,2500
32492000,2500
32503000,2500
32514000,2500
32526000,2500
32536000,2500
32548000,2500
32560000,2500
32571000,2500
32581000,2500
32592000,2500
32604000,2500
32615000,2500
32626000,2500
32637000,2500
32648000,2500
32660000,2500
32671000,2500
32682000,2500
32694000,2500
32706000,2500
32718000,2500
32730000,2500
32740000,2500
32752000,2500
32764000,2500
32776000,2500
32788000,2500
32799000,2500
32809000,2500
32820000,2500
32831000,2500
32842000,2500
32852000,2500
32863000,2500
32874000,2500
32887000,2500
32900000,2500
32911000,2500
32923000,2500
32934000,2500
32944000,2500
32954000,2500
32965000,2500
32976000,2500
32987000,2500
32998000,2500
33010000,2500
33021000,2500
33032000,2500
33043000,2500
33055000,2500
33066000,2500
33078000,2500
33088000,2500
33099000,2500
33109000,2500
33119000,2500
33130000,2500
33141000,2500
33153000,2500
33164000,2500
33175000,2500
33185000,2500
33197000,2500
33209000,2500
33220000,2500
33231000,2500
33241000,2500
33252000,2500
33263000,2500
33273000,2500
33284000,2500
33296000,2500
33306000,2500
33318000,2500
33330000,2500
33342000,2500
33353000,2500
33365000,2500
33376000,2500
33388000,2500
33399000,2500
33411000,2500
33422000,2500
33434000,2500
33445000,2500
33456000,2500
33467000,2500
33478000,2500
33490000,2500
33502000,2500
33513000,2500
33523000,2500
33535000,2500
33547000,2500
33558000,2500
33568000,2500
33579000,2500
33590000,2500
33601000,2500
33612000,2500
33623000,2500
33635000,2500
33647000,2500
33657000,2500
33668000,2500
33679000,2500
33690000,2500
33702000,2500
33712000,2500
33723000,2500
33734000,2500
33746000,2500
33757000,2500
33768000,2500
33779000,2500
33791000,2500
33802000,2500
33813000,2500
33823000,2500
33835000,2500
33847000,2500
33858000,2500
33868000,2500
33879000,2500
33890000,2500
33903000,2500
33914000,2500
33925000,2500
33936000,2500
33947000,2500
33958000,2500
33969000,2500
33980000,2500
33992000,2500
34004000,2500
34016000,2500
34027000,2500
34037000,2500
34048000,2500
34059000,2500
34070000,2500
34081000,2500
34093000,2500
34104000,2500
34115000,2500
34126000,2500
34137000,2500
34148000,2500
34158000,2500
34169000,2500
34180000,2500
34192000,2500
34202000,2500
34213000,2500
34224000,2500
34236000,2500
34247000,2500
34258000,2500
34270000,2500
34281000,2500
34291000,2500
34302000,2500
34313000,2500
34324000,2500
34335000,2500
34346000,2500
34357000,2500
34368000,2500
34379000,2500
34390000,2500
34401000,2500
34412000,2500
34423000,2500
34434000,2500
34444000,2500
34456000,2500
34468000,2500
34479000,2500
34491000,2500
34502000,2500
34513000,2500
34524000,2500
34536000,2500
34547000,2500
34559000,2500
34571000,2500
34582000,2500
34592000,2500
34603000,2500
34614000,2500
34625000,2500
34636000,2500
34646000,2500
34657000,2500
34668000,2500
34678000,2500
34689000,2500
34701000,2500
34711000,2500
34724000,2500
34737000,2500
34747000,2500
34758000,2500
34770000,2500
34780000,2500
34791000,2500
34802000,2500
34813000,2500
34825000,2500
34836000,2500
34848000,2500
34859000,2500
34870000,2500
34880000,2500
34891000,2500
34902000,2500
34913000,2500
34925000,2500
34936000,2500
34948000,2500
34959000,2500
34969000,2500
34979000,2500
34990000,2500
35002000,2500
35013000,2500
35023000,2500
35034000,2500
35045000,2500
35055000,2500
35066000,2500
35077000,2500
35089000,2500
35100000,2500
35111000,2500
35122000,2500
35133000,2500
35145000,2500
35157000,2500
35168000,2500
35178000,2500
35189000,2500
35200000,2500
35211000,2500
35223000,2500
35235000,2500
35246000,2500
35256000,2500
35268000,2500
35278000,2500
35288000,2500
35299000,2500
35310000,2500
35320000,2500
35331000,2500
35342000,2500
35354000,2500
35365000,2500
35375000,2500
35386000,2500
35396000,2500
35407000,2500
35419000,2500
35430000,2500
35440000,2500
35452000,2500
35463000,2500
35475000,2500
35486000,2500
35497000,2500
35508000,2500
35520000,2500
35531000,2500
35542000,2500
35553000,2500
35564000,2500
35575000,2500
35586000,2500
35597000,2500
35608000,2500
35618000,2500
35629000,2500
35641000,2500
35651000,2500
35663000,2500
35675000,2500
35685000,2500
35696000,2500
35706000,2500
35717000,2500
35730000,2500
35741000,2500
35752000,2500
35764000,2500
35774000,2500
35784000,2500
35795000,2500
35806000,2500
35817000,2500
35828000,2500
35839000,2500
35851000,2500
35863000,2500
35873000,2500
35885000,2500
35897000,2500
35908000,2500
35919000,2500
35929000,2500
35941000,2500
35952000,2500
35964000,2500
35975000,2500
35986000,2500
35997000,2500
36009000,2500
36019000,2500
36030000,2500
36040000,2500
36052000,2500
36063000,2500
36074000,2500
36085000,2500
36096000,2500
36108000,2500
36119000,2500
36130000,2500
36140000,2500
36152000,2500
36162000,2500
36174000,2500
36185000,2500
36196000,2500
36207000,2500
36218000,2500
36229000,2500
36241000,2500
36252000,2500
36264000,2500
36275000,2500
36286000,2500
36296000,2500
36307000,2500
36318000,2500
36328000,2500
36340000,2500
36350000,2500
36362000,2500
36373000,2500
36384000,2500
36395000,2500
36407000,2500
36419000,2500
36430000,2500
36440000,2500
36450000,2500
36461000,2500
36472000,2500
36483000,2500
36494000,2500
36506000,2500
36517000,2500
36527000,2500
36538000,2500
36549000,2500
36560000,2500
36572000,2500
36583000,2500
36594000,2500
36605000,2500
36616000,2500
36627000,2500
36639000,2500
36650000,2500
36662000,2500
36673000,2500
36684000,2500
36694000,2500
36706000,2500
36717000,2500
36728000,2500
36740000,2500
36752000,2500
36764000,2500
36775000,2500
36787000,2500
36799000,2500
36810000,2500
36822000,2500
36833000,2500
36844000,2500
36856000,2500
36867000,2500
36877000,2500
36889000,2500
36899000,2500
36910000,2500
36922000,2500
36934000,2500
36945000,2500
36956000,2500
36966000,2500
36977000,2500
36989000,2500
37001000,2500
37011000,2500
37022000,2500
37032000,2500
37044000,2500
37055000,2500
37066000,2500
37078000,65
37090000,65
37102000,86
37112000,95
37122000,95
37133000,113
37145000,113
37156000,107
37167000,95
37178000,95
37189000,107
37200000,107
37211000,90
37223000,88
37233000,88
37244000,103
37256000,103
37267000,83
37278000,94
37288000,94
37300000,94
37311000,71
37321000,71
37332000,58
37343000,58
37353000,56
37364000,56
37375000,50
37385000,72
37396000,72
37407000,80
37418000,80
37429000,68
37439000,63
37451000,63
37462000,54
37472000,54
37483000,71
37494000,66
37505000,66
37516000,73
37527000,73
37537000,56
37548000,76
37558000,76
37568000,65
37578000,65
37589000,58
37600000,72
37611000,72
37622000,59
37634000,59
37644000,58
37656000,59
37667000,59
37677000,71
37689000,71
37701000,54
37713000,55
37724000,55
37735000,67
37745000,74
37757000,74
37768000,67
37779000,67
37789000,54
37800000,67
37810000,67
37822000,66
37834000,66
37846000,67
37857000,66
37868000,66
37879000,83
37891000,62
37903000,62
37915000,64
37925000,64
37936000,63
37947000,69
37959000,69
37969000,68
37980000,77
37991000,77
38001000,67
38012000,67
38023000,66
38034000,66
38045000,70
38057000,78
38068000,78
38079000,78
38090000,71
38101000,71
38112000,71
38123000,71
38135000,70
38146000,81
38157000,81
38168000,60
38180000,73
38191000,73
38202000,65
38214000,65
38225000,56
38236000,63
38247000,63
38257000,58
38269000,58
38280000,66
38291000,72
38302000,72
38312000,63
38323000,63
38335000,78
38346000,65
38357000,65
38367000,68
38379000,73
38390000,73
38401000,60
38412000,60
38424000,75
38435000,62
38445000,62
38456000,54
38467000,54
38478000,62
38489000,64
38501000,64
38512000,65
38524000,72
38536000,72
38547000,73
38558000,73
38569000,74
38581000,59
38592000,59
38602000,75
38614000,63
38625000,63
38636000,75
38647000,75
38658000,72
38669000,66
38681000,66
38692000,71
38704000,71
38714000,62
38726000,74
38737000,74
38748000,69
38760000,65
38772000,65
38784000,65
38795000,54
38807000,54
38819000,65
38830000,65
38841000,59
38852000,72
38863000,72
38873000,55
38884000,55
38896000,72
38908000,60
38920000,60
38931000,64
38942000,62
38953000,62
38964000,70
38974000,70
38985000,62
38995000,72
39006000,72
39017000,76
39028000,76
39039000,67
39051000,64
39062000,64
39073000,58
39084000,64
39094000,64
39105000,68
39115000,68
39126000,55
39138000,61
39150000,61
39162000,69
39172000,69
39183000,75
39194000,69
39206000,69
39217000,64
39227000,64
39238000,59
39249000,48
39261000,48
39272000,67
39284000,55
39295000,55
39305000,71
39317000,71
39328000,58
39339000,70
39350000,70
39361000,61
39372000,61
39384000,57
39395000,68
39406000,68
39417000,66
39429000,76
39440000,76
39451000,63
39462000,63
39473000,62
39485000,62
39496000,62
39507000,64
39518000,64
39529000,72
39540000,61
39551000,61
39561000,66
39573000,64
39583000,64
39595000,63
39607000,63
39618000,64
39629000,68
39641000,68
39652000,72
39664000,67
39674000,67
39685000,77
39696000,77
39707000,74
39717000,69
39729000,69
39740000,62
39751000,62
39763000,71
39773000,63
39784000,63
39796000,60
39808000,60
39819000,60
39831000,56
39843000,56
39854000,54
39864000,59
39875000,59
39886000,53
39897000,53
39907000,68
39918000,53
39929000,53
39940000,65
39952000,65
39963000,67
39975000,62
39985000,62
39996000,57
40007000,63
40018000,63
40029000,67
40041000,67
40052000,71
40063000,61
40075000,61
40087000,65
40097000,65
40108000,67
40119000,63
40130000,63
40142000,82
40153000,76
40163000,76
40174000,68
40185000,68
40196000,79
40208000,72
40220000,72
40231000,74
40242000,82
40254000,82
40265000,66
40277000,66
40289000,81
40300000,73
40310000,73
40322000,72
40334000,61
40346000,61
40356000,68
40368000,68
40379000,58
40389000,79
40401000,79
40412000,69
40423000,69
40434000,65
40444000,74
40456000,74
40466000,81
40477000,69
40489000,69
40499000,65
40510000,65
40522000,70
40533000,73
40544000,73
40556000,69
40567000,69
40578000,77
40589000,74
40600000,74
40611000,88
40622000,88
40633000,80
40644000,75
40654000,75
40664000,69
40676000,69
40688000,79
40699000,73
40710000,73
40723000,79
40733000,75
40744000,75
40756000,72
40767000,77
40779000,77
40790000,68
40802000,68
40814000,73
40826000,66
40838000,66
40849000,74
40860000,86
40872000,86
40883000,70
40894000,84
40905000,84
40916000,65
40927000,65
40938000,66
40948000,86
40960000,86
40972000,77
40983000,77
40994000,74
41005000,67
41016000,67
41027000,72
41038000,73
41049000,73
41060000,71
41071000,71
41083000,77
41094000,80
41106000,80
41118000,73
41130000,65
41140000,65
41151000,80
41162000,80
41173000,79
41184000,70
41194000,70
41205000,76
41216000,76
41226000,62
41238000,74
41249000,74
41261000,72
41273000,72
41285000,62
41296000,70
41307000,70
41318000,72
41329000,88
41339000,88
41350000,66
41361000,66
41373000,78
41384000,73
41395000,73
41407000,77
41418000,77
41428000,69
41439000,79
41450000,79
41461000,81
41472000,78
41484000,78
41495000,85
41506000,85
41517000,67
41527000,56
41537000,56
41549000,74
41560000,74
41571000,74
41582000,81
41593000,81
41605000,75
41616000,75
41627000,76
41638000,86
41648000,86
41659000,66
41671000,66
41682000,71
41693000,68
41704000,68
41714000,71
41724000,71
41735000,74
41746000,78
41758000,78
41770000,78
41781000,79
41792000,79
41802000,72
41813000,72
41824000,79
41835000,78
41846000,78
41857000,59
41868000,59
41879000,82
41889000,74
41900000,74
41912000,74
41923000,74
41934000,70
41945000,78
41957000,78
41969000,79
41980000,73
41990000,73
42002000,59
42013000,59
42024000,73
42035000,73
42046000,73
42057000,77
42068000,77
42079000,80
42090000,79
42100000,79
42111000,86
42121000,86
42132000,70
42143000,70
42155000,70
42166000,66
42178000,66
42188000,74
42199000,61
42209000,61
42221000,70
42232000,70
42243000,71
42254000,80
42266000,80
42277000,72
42288000,69
42299000,69
42310000,65
42321000,65
42333000,71
42343000,66
42353000,66
42364000,78
42375000,78
42387000,77
42398000,77
42409000,77
42420000,80
42430000,80
42441000,73
42453000,85
42464000,85
42475000,89
42485000,89
42495000,84
42506000,81
42518000,81
42529000,87
42540000,87
42552000,83
42563000,98
42574000,98
42584000,104
42594000,104
42604000,103
42615000,108
42626000,108
42637000,100
42649000,100
42661000,85
42672000,109
42683000,109
42694000,110
42705000,108
42716000,108
42726000,101
42737000,101
42748000,106
42759000,110
42771000,110
42783000,105
42795000,105
42806000,104
42818000,102
42829000,102
42840000,108
42852000,98
42863000,98
42874000,111
42886000,111
42897000,97
42908000,96
42920000,96
42931000,83
42941000,83
42953000,86
42964000,96
42974000,96
42986000,84
42997000,97
43008000,97
43020000,97
43032000,97
43043000,97
43055000,97
43066000,97
43077000,97
43089000,97
43101000,97
43113000,97
43125000,2500
43135000,2500
43146000,2500
43158000,2500
43170000,2500
43181000,2500
43192000,2500
43204000,2500
43215000,2500
43225000,2500
43236000,2500
43247000,2500
43258000,2500
43269000,2500
43279000,2500
43291000,2500
43302000,2500
43314000,2500
43325000,2500
43336000,2500
43347000,2500
43358000,2500
43368000,2500
43380000,2500
43391000,2500
43403000,2500
43414000,2500
43425000,2500
43435000,2500
43446000,2500
43456000,2500
43467000,2500
43478000,2500
43490000,2500
43501000,2500
43513000,2500
43524000,2500
43535000,2500
43546000,2500
43557000,2500
43568000,2500
43579000,2500
43590000,2500
43601000,2500
43612000,2500
43624000,2500
43635000,2500
43647000,2500
43658000,2500
43669000,2500
43681000,2500
43693000,2500
43705000,2500
43716000,2500
43726000,2500
43738000,2500
43749000,2500
43760000,2500
43771000,2500
43782000,2500
43793000,2500
43805000,2500
43816000,2500
43826000,2500
43837000,2500
43848000,2500
43859000,2500
43870000,2500
43881000,2500
43892000,2500
43903000,2500
43913000,2500
43924000,2500
43935000,2500
43946000,2500
43958000,2500
43970000,2500
43981000,2500
43992000,2500
44004000,2500
44015000,2500
44027000,2500
44038000,2500
44050000,2500
44062000,2500
44073000,2500
44084000,2500
44095000,2500
44106000,2500
44117000,2500
44128000,2500
44138000,2500
44149000,2500
44159000,2500
44171000,2500
44182000,2500
44193000,2500
44204000,2500
44215000,2500
44226000,2500
44237000,2500
44248000,2500
44259000,2500
44270000,2500
44280000,2500
44291000,2500
44302000,2500
44313000,2500
44324000,2500
44334000,2500
44345000,2500
44356000,2500
44367000,2500
44378000,2500
44389000,2500
44400000,2500
44412000,2500
44422000,2500
44434000,2500
44445000,2500
44456000,2500
44469000,2500
44480000,2500
44492000,2500
44503000,2500
44514000,2500
44525000,2500
44535000,2500
44547000,2500
44558000,2500
44570000,2500
44581000,2500
44591000,2500
44601000,2500
44613000,2500
44624000,2500
44635000,2500
44645000,2500
44656000,2500
44667000,2500
44678000,2500
44689000,2500
44700000,2500
44711000,2500
44722000,2500
44733000,2500
44744000,2500
44755000,2500
44766000,2500
44777000,2500
44788000,2500
44801000,2500
44813000,2500
44824000,2500
44834000,2500
44846000,2500
44857000,2500
44868000,2500
44879000,2500
44890000,2500
44901000,2500
44912000,2500
44924000,2500
44935000,2500
44946000,2500
44957000,2500
44968000,2500
44978000,2500
44989000,2500
44999000,2500
45010000,2500
45021000,2500
45032000,2500
45042000,2500
45053000,2500
45064000,2500
45076000,2500
45088000,2500
45099000,2500
45109000,2500
45120000,2500
45130000,2500
45141000,2500
45152000,2500
45163000,2500
45175000,2500
45188000,2500
45199000,2500
45210000,2500
45222000,2500
45232000,2500
45244000,2500
45255000,2500
45266000,2500
45277000,2500
45289000,2500
45299000,2500
45310000,2500
45322000,2500
45334000,2500
45344000,2500
45356000,2500
45367000,2500
45378000,2500
45388000,2500
45399000,2500
45411000,2500
45422000,2500
45433000,2500
45443000,2500
45455000,2500
45466000,2500
45477000,2500
45487000,2500
45498000,2500
45509000,2500
45520000,2500
45531000,2500
45542000,2500
45554000,2500
45565000,2500
45576000,2500
45586000,2500
45597000,2500
45608000,2500
45620000,2500
45632000,2500
45643000,2500
45654000,2500
45666000,2500
45679000,2500
45689000,2500
45700000,2500
45711000,2500
45722000,2500
45733000,2500
45743000,2500
45755000,2500
45766000,2500
45777000,2500
45787000,2500
45799000,2500
45809000,2500
45820000,2500
45830000,2500
45841000,2500
45853000,2500
45863000,2500
45873000,2500
45885000,2500
45897000,2500
45908000,2500
45920000,2500
45932000,2500
45943000,2500
45954000,2500
45964000,2500
45975000,2500
45986000,2500
45997000,2500
46008000,2500
46020000,2500
46032000,2500
46044000,2500
46054000,2500
46066000,2500
46078000,2500
46088000,2500
46099000,2500
46110000,2500
46121000,2500
46133000,2500
46144000,2500
46154000,2500
46166000,2500
46177000,2500
46188000,2500
46200000,2500
46211000,2500
46222000,2500
46232000,2500
46243000,2500
46254000,2500
46265000,2500
46277000,2500
46287000,2500
46298000,2500
46310000,2500
46321000,2500
46332000,2500
46343000,2500
46353000,2500
46365000,2500
46377000,2500
46387000,2500
46398000,2500
46409000,2500
46420000,2500
46432000,2500
46443000,2500
46454000,2500
46466000,2500
46478000,2500
46489000,2500
46500000,2500
46512000,2500
46522000,2500
46533000,2500
46545000,2500
46556000,2500
46567000,2500
46578000,2500
46589000,2500
46601000,2500
46612000,2500
46623000,2500
46635000,2500
